"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ALMONDS","ALMONDS, UTILIZED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,170",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","20,200",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","5.95",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ARTICHOKES","ARTICHOKES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ASPARAGUS","ASPARAGUS - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.31",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BARLEY","BARLEY - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","66",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS) - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,610",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, BLACK - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, BLACKEYE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,630",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, CRANBERRY - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, DARK, RED, KIDNEY - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, LIMA, BABY - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,930",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, LIMA, LARGE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,350",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, OTHER, NOT LISTED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,570",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, PINK - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, SNAP - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","95",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,100",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BROCCOLI","BROCCOLI - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CABBAGE","CABBAGE - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","410",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CARROTS","CARROTS - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","375",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CELERY","CELERY - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","550",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.86",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,690",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS, LARGE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS, SMALL - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,551",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,545",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,576",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","DATES","DATES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","4.23",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GARLIC","GARLIC - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","456",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","7.64",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES, RAISIN TYPE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","9.26",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES, TABLE TYPE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","9.83",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","GRAPES","GRAPES, WINE TYPE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","6.78",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","5.74",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","3.9",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY","HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","7.1",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","6.03",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","4.91",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAY & HAYLAGE","HAY & HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","7.06",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAYLAGE","HAYLAGE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","12.19",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAYLAGE","HAYLAGE, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","14.5",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HAYLAGE","HAYLAGE, ALFALFA - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","6.4",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","8.3",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","LEMONS","LEMONS - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","484",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","375",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","305",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","MELONS, CANTALOUP - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","MELONS, HONEYDEW - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MELONS","MELONS, WATERMELON - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","495",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","NECTARINES","NECTARINES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","8.65",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","OATS","OATS - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","OLIVES","OLIVES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","4.47",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ONIONS","ONIONS, DRY - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","420",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","ORANGES - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","370",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","ORANGES, MID & NAVEL - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","372",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ORANGES","ORANGES, VALENCIA - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","364",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEACHES","PEACHES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","13.9",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEACHES","PEACHES, CLINGSTONE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","16.9",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEACHES","PEACHES, FREESTONE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","11.7",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEARS","PEARS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","16.3",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, BELL - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","360",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PEPPERS","PEPPERS, CHILE - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PISTACHIOS","PISTACHIOS, UTILIZED - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,180",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PLUMS","PLUMS - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","6.77",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","420",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PRUNES","PRUNES - YIELD, MEASURED IN TONS / ACRE, DRY BASIS","TOTAL","NOT SPECIFIED","2.02",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","PUMPKINS","PUMPKINS - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RASPBERRIES","RASPBERRIES - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","19,100",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RICE","RICE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,460",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RICE","RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,300",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,580",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RICE","RICE, SHORT GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,080",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","SAFFLOWER","SAFFLOWER - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,950",""
