"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","DATES","DATES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","204",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","200",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","205",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED","25.39",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED","31.61",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, FOB","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, ON TREE EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LEMONS","LEMONS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / BOX, PHD EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","42.9",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","42.9",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","103",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","102.8",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","44.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","44.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MELONS","MELONS, CANTALOUP - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","27.2",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MELONS","MELONS, CANTALOUP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","27.2",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MELONS","MELONS, WATERMELON - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MELONS","MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","13.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PECANS","PECANS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.89",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","PECANS","PECANS, IMPROVED - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","1.89",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","SPINACH","SPINACH - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","SPINACH","SPINACH, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","SPINACH","SPINACH, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.61",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, SPRING, DURUM - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","6.61",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","3.86",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","174",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, PIMA - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.612",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA) - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","HAY","HAY, ALFALFA - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","192",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","OATS","OATS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","2.8",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","PEANUTS","PEANUTS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.198",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","11.9",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","SORGHUM","SORGHUM, GRAIN - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","SOYBEANS","SOYBEANS - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","8.87",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.12",""
"SURVEY","2019","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","5.12",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ALMONDS","ALMONDS - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.45",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.226",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.4",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APPLES","APPLES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","345",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","923",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","APRICOTS","APRICOTS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ARTICHOKES","ARTICHOKES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ARTICHOKES","ARTICHOKES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","78",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ASPARAGUS","ASPARAGUS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","202",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","ASPARAGUS","ASPARAGUS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","202",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,440",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","AVOCADOS","AVOCADOS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BARLEY","BARLEY - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.61",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BARLEY","BARLEY, FEED - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.62",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BARLEY","BARLEY, MALTING - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, DRY EDIBLE, INCL CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","59.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, SNAP - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, SNAP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BEANS","BEANS, SNAP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","2.85",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","3.56",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BLUEBERRIES","BLUEBERRIES, TAME, PROCESSING - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.29",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BROCCOLI","BROCCOLI - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","49.3",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BROCCOLI","BROCCOLI, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","50.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","BROCCOLI","BROCCOLI, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","490",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CABBAGE","CABBAGE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","31.5",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CABBAGE","CABBAGE, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CABBAGE","CABBAGE, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CARROTS","CARROTS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","27.7",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CARROTS","CARROTS, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CARROTS","CARROTS, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CAULIFLOWER","CAULIFLOWER, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CELERY","CELERY - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","30.2",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CELERY","CELERY, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CELERY","CELERY, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,430",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","3,760",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHERRIES","CHERRIES, SWEET, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","710",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS, LARGE - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHICKPEAS","CHICKPEAS, SMALL - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU","TOTAL","NOT SPECIFIED","4.6",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","301",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (D)",""
